key;russian;english;polish;german;french;italian;spanish;japanese;korean;chinese;chinese_t
dragon_mage_staffD;Подвижность -6%, Количество целей одновременно: 2, Время перезарядки: 5, Использование элексиров: Эликсир здоровья.;Slowdown -6%, Amount of targets at the same time: 2, Recharge time: 5, Use of elixirs: Health Elixir.;;;;;;;;速度 -6%, 同时目标数量: 2, 填充时间：5, 药剂使用：生命药剂;
WizardsstaffMistT;;;;;;;;;;;
WizardsstaffMistD;Подвижность -7%, Количество целей одновременно: 2, Время перезарядки: 5, Использование элексиров: Эликсир здоровья.;Slowdown -7%, Amount of targets at the same time: 2, Recharge time: 5, Use of elixirs: Health Elixir.;;;;;;;;速度 -7%, 同时目标数量: 2, 填充时间：5, 药剂使用：生命药剂;
dark_elfs_staff_oneT;Посох темного мага;Staff of the Dark Mage;;;;;;;;黑暗法师法杖;
dark_elfs_staff_oneD;Подвижность -8%, Количество целей одновременно: 2, Время перезарядки: 4, Использование элексиров: Эликсир здоровья.;Slowdown -8%, Amount of targets at the same time: 2, Recharge time: 4, Use of elixirs: Health Elixir.;;;;;;;;速度 -8%, 同时目标数量: 2, 填充时间：4, 药剂使用：生命药剂;
orc_skeleton_staffT;Посох  из костей орка Подземелий;Dungeon orc bone staff;;;;;;;;地牢兽人骨法杖;
orc_skeleton_staffD;Подвижность -7.5%, Количество целей одновременно: 3, Время перезарядки: 4, Использование элексиров: Эликсир здоровья, Эликсир огня, Эликсир ледяной стрелы, Эликсир трансфигурации.;Slowdown -7.5%, Amount of targets at the same time: 3, Recharge time: 4, Use of elixirs: Health Elixir, Elixir of Fire, Elixir of Ice Arrow, Elixir of Transfiguration.;;;;;;;;速度 -7.5%, 同时目标数量: 3, 填充时间：4, 药剂使用：生命药剂, 喷火药剂, 冰箭药剂, 变形药剂;
frog_staffT;Посох зыбких болот;Staff of the tilting swamps;;;;;;;;蛙仙人法杖;
frog_staffD;Подвижность -7%, Количество целей одновременно: 3, Время перезарядки: 4, Использование элексиров: Эликсир здоровья, Эликсир огня, Эликсир ледяной стрелы, Эликсир трансфигурации.;Slowdown -7%, Amount of targets at the same time: 3, Recharge time: 4, Use of elixirs: Health Elixir, Elixir of Fire, Elixir of Ice Arrow, Elixir of Transfiguration.;;;;;;;;速度 -7%, 同时目标数量: 3, 填充时间：4, 药剂使用：生命药剂, 喷火药剂, 冰箭药剂, 变形药剂;
goblin_staffT;Посох из подземелий Одинокой горы;Staff from the Lonely Mountain dungeon;;;;;;;;孤山地牢法杖;
goblin_staffD;Подвижность -6.5%, Количество целей одновременно: 3, Время перезарядки: 4, Использование элексиров: Эликсир здоровья, Эликсир огня, Эликсир ледяной стрелы, Эликсир трансфигурации.;Slowdown -6.5%, Amount of targets at the same time: 3, Recharge time: 4, Use of elixirs: Health Elixir, Elixir of Fire, Elixir of Ice Arrow, Elixir of Transfiguration.;;;;;;;;速度 -6.5%, 同时目标数量: 3, 填充时间：4, 药剂使用：生命药剂, 喷火药剂, 冰箭药剂, 变形药剂;
patrol_mountain_staffT;Посох воина горы;Staff of the Mountain Warrior;;;;;;;;山地战士法杖;
patrol_mountain_staffD;Подвижность -6%, Количество целей одновременно: 3, Время перезарядки: 3, Использование элексиров: Эликсир здоровья, Эликсир огня, Эликсир ледяной стрелы, Эликсир трансфигурации.;Slowdown -6%, Amount of targets at the same time: 3, Recharge time: 3, Use of elixirs: Health Elixir, Elixir of Fire, Elixir of Ice Arrow, Elixir of Transfiguration.;;;;;;;;速度 -6%, 同时目标数量: 3, 填充时间：3, 药剂使用：生命药剂, 喷火药剂, 冰箭药剂, 变形药剂;
scientist_staffT;Посох Нострадварвуса;Staff of Nostradvarvus;;;;;;;;矮因斯坦法杖;
scientist_staffD;Подвижность -5.5%, Количество целей одновременно: 4, Время перезарядки: 3, Использование элексиров: Эликсир здоровья, Эликсир огня, Эликсир ледяной стрелы, Эликсир трансфигурации.;Slowdown -5.5%, Amount of targets at the same time: 4, Recharge time: 3, Use of elixirs: Health Elixir, Elixir of Fire, Elixir of Ice Arrow, Elixir of Transfiguration.;;;;;;;;速度 -5.5%, 同时目标数量: 4, 填充时间：3, 药剂使用：生命药剂, 喷火药剂, 冰箭药剂, 变形药剂;
orc_staffT;Посох свирепого орка;Savage Orc Staff;;;;;;;;野蛮兽人法杖;
orc_staffD;Подвижность -5%, Количество целей одновременно: 4, Время перезарядки: 3, Использование элексиров: Эликсир здоровья, Эликсир огня, Эликсир ледяной стрелы, Эликсир трансфигурации.;Slowdown -5%, Amount of targets at the same time: 4, Recharge time: 3, Use of elixirs: Health Elixir, Elixir of Fire, Elixir of Ice Arrow, Elixir of Transfiguration.;;;;;;;;速度 -5%, 同时目标数量: 4, 填充时间：3, 药剂使用：生命药剂, 喷火药剂, 冰箭药剂, 变形药剂;
vampire_guard_staffT;Посох падшей звезды;Fallen star staff;;;;;;;;坠星法杖;
vampire_guard_staffD;Подвижность -4.5%, Количество целей одновременно: 4, Время перезарядки: 3, Использование элексиров: Эликсир здоровья, Эликсир огня, Эликсир ледяной стрелы, Эликсир трансфигурации.;Slowdown -4.5%, Amount of targets at the same time: 4, Recharge time: 3, Use of elixirs: Health Elixir, Elixir of Fire, Elixir of Ice Arrow, Elixir of Transfiguration.;;;;;;;;速度 -4.5%, 同时目标数量: 4, 填充时间：3, 药剂使用：生命药剂, 喷火药剂, 冰箭药剂, 变形药剂;
fishman_staffT;Посох морской звезды;Starfish Staff;;;;;;;;海星法杖;
fishman_staffD;Подвижность -4%, Количество целей одновременно: 4, Время перезарядки: 2, Использование элексиров: Эликсир здоровья, Эликсир огня, Эликсир ледяной стрелы, Эликсир трансфигурации.;Slowdown -4%, Amount of targets at the same time: 4, Recharge time: 2, Use of elixirs: Health Elixir, Elixir of Fire, Elixir of Ice Arrow, Elixir of Transfiguration.;;;;;;;;速度 -4%, 同时目标数量: 4, 填充时间：2, 药剂使用：生命药剂, 喷火药剂, 冰箭药剂, 变形药剂;
fire_staffT;;;;;;;;;;;
fire_staffD;Подвижность -3%, Количество целей одновременно: 5, Время перезарядки: 2, Использование элексиров: Эликсир здоровья, Эликсир огня, Эликсир ледяной стрелы, Эликсир трансфигурации.;Slowdown -3%, Amount of targets at the same time: 5, Recharge time: 2, Use of elixirs: Health Elixir, Elixir of Fire, Elixir of Ice Arrow, Elixir of Transfiguration.;;;;;;;;速度 -3%, 同时目标数量: 5, 填充时间：2, 药剂使用：生命药剂, 喷火药剂, 冰箭药剂, 变形药剂;
grottoes_staffT;Посох из Гротов зеленого эльфа;Staff of the Green Elf Grottoes;;;;;;;;绿精灵石窟法杖;
grottoes_staffD;Подвижность -2%, Количество целей одновременно: 5, Время перезарядки: 2, Использование элексиров: Эликсир здоровья, Эликсир огня, Эликсир ледяной стрелы, Эликсир трансфигурации.;Slowdown -2%, Amount of targets at the same time: 5, Recharge time: 2, Use of elixirs: Health Elixir, Elixir of Fire, Elixir of Ice Arrow, Elixir of Transfiguration.;;;;;;;;速度 -2%, 同时目标数量: 5, 填充时间：2, 药剂使用：生命药剂, 喷火药剂, 冰箭药剂, 变形药剂;
ShamanStaffT;;;;;;;;;;;
ShamanStaffD;Подвижность -1%, Количество целей одновременно: 5, Время перезарядки: 2, Использование элексиров: Эликсир здоровья, Эликсир огня, Эликсир ледяной стрелы, Эликсир трансфигурации.;Slowdown -1%, Amount of targets at the same time: 5, Recharge time: 2, Use of elixirs: Health Elixir, Elixir of Fire, Elixir of Ice Arrow, Elixir of Transfiguration.;;;;;;;;速度 -1%, 同时目标数量: 5, 填充时间：2, 药剂使用：生命药剂, 喷火药剂, 冰箭药剂, 变形药剂;
orc_boss_staffT;Посох Шамана орков из Одинокой горы;Lonely Mountain Orc Shaman's Staff;;;;;;;;孤山萨满法杖;
orc_boss_staffD;Подвижность 0%, Количество целей одновременно: 5, Время перезарядки: 2, Использование элексиров: Эликсир здоровья, Эликсир огня, Эликсир ледяной стрелы, Эликсир трансфигурации.;Slowdown 0%, Amount of targets at the same time: 5, Recharge time: 2, Use of elixirs: Health Elixir, Elixir of Fire, Elixir of Ice Arrow, Elixir of Transfiguration.;;;;;;;;速度 -0%, 同时目标数量: 5, 填充时间：2, 药剂使用：生命药剂, 喷火药剂, 冰箭药剂, 变形药剂;
rune_bloodT;;;;;;;;;;;
rune_bloodD;;;;;;;;;;;
rune_iceT;;;;;;;;;;;
rune_iceD;;;;;;;;;;;
SkillsRindT;;;;;;;;;;;
SkillsRindD;Увеличивает все боевые навыки.;Increases all combat skills.;;;;;;;;增加所有战斗技能.;
UndeadAmuletT;;;;;;;;;;;
UndeadAmuletD;;;;;;;;;;;
HealthElixirT;;;;;;;;;;;
HealthElixirD;;;;;;;;;;;
ManaElixirT;;;;;;;;;;;
ManaElixirD;;;;;;;;;;;
ChitinRingT;;;;;;;;;;;
ChitinRingD;;;;;;;;;;;
workbench_hlT;;;;;;;;;;;
workbench_hlD;Скорость производства - х1.;Production speed - x1.;;;;;;;;生产速度 - x1;
WorkbenchT;;;;;;;;;;;
WorkbenchD;Скорость производства - х2.;Production speed - x2.;;;;;;;;生产速度 - x2;
workbench_improvedT;Улучшенный верстак;Improved Workbench;;;;;;;;改良工作台;
workbench_improvedD;Скорость производства - х3.;Production speed - x3.;;;;;;;;生产速度 - x3;
big_carpenter_hlT;;;;;;;;;;;
big_carpenter_hlD;Скорость производства - х4.;Production speed - x4.;;;;;;;;生产速度 - x4;
SmithyBasicT;Малая кузница;Small Forge;;;;;;;;小熔炉;
SmithyBasicD;Скорость производства - х1.;Production speed - x1.;;;;;;;;生产速度 - x1;
AnvilwithahammerT;;;;;;;;;;;
AnvilwithahammerD;Скорость производства - х2.;Production speed - x2.;;;;;;;;生产速度 - x2;
smithy_improvedT;Улучшенная кузница;Improved Forge;;;;;;;;改良熔炉;
smithy_improvedD;Скорость производства - х3.;Production speed - x3.;;;;;;;;生产速度 - x3;
big_forge_hlT;;;;;;;;;;;
big_forge_hlD;Скорость производства - х4.;Production speed - x4.;;;;;;;;生产速度 - x4;
magic_cauldron_basicT;Малая лаборатория;Small Laboratory;;;;;;;;小实验室;
magic_cauldron_basicD;Скорость производства - х1.;Production speed - x1.;;;;;;;;生产速度 - x1;
MagiccauldronT;;;;;;;;;;;
MagiccauldronD;Скорость производства - х2.;Production speed - x2.;;;;;;;;生产速度 - x2;
magic_cauldron_improvedT;Улучшенная лаборатория;Improved Lab;;;;;;;;改良实验室;
magic_cauldron_improvedD;Скорость производства - х3.;Production speed - x3.;;;;;;;;生产速度 - x3;
big_laboratory_hlT;;;;;;;;;;;
big_laboratory_hlD;Скорость производства - х4.;Production speed - x4.;;;;;;;;生产速度 - x4;
library_basicT;Малая библиотека;Small library;;;;;;;;小图书馆;
library_basicD;Скорость производства - х1.;Production speed - x1.;;;;;;;;生产速度 - x1;
libraryT;;;;;;;;;;;
libraryD;Скорость производства - х2.;Production speed - x2.;;;;;;;;生产速度 - x2;
library_improvedT;Улучшенная библиотека;Improved library;;;;;;;;改良图书馆;
library_improvedD;Скорость производства - х3.;Production speed - x3.;;;;;;;;生产速度 - x3;
big_libraryT;Большая библиотека;Big library;;;;;;;;大图书馆;
big_libraryD;Скорость производства - х4.;Production speed - x4.;;;;;;;;生产速度 - x4;
WagonT;;;;;;;;;;;
WagonD;Скорость - 20км/ч.;Speed - 20km/h.;;;;;;;;速度 - 20km/h;
trolley_hl_mogT;Улучшенная вагонетка;Improved cart;;;;;;;;改良矿车;
trolley_hl_mogD;Скорость - 40км/ч.;Speed - 40km/h.;;;;;;;;速度 - 40km/h;
trolley_machineT;Скоростная вагонетка;Speed cart;;;;;;;;加速矿车;
trolley_machineD;Скорость - 60км/ч.;Speed - 60km/h.;;;;;;;;速度 - 60km/h;
mana_expander_greenT;Хранилище маны;Mana Storage;;;;;;;;魔法储存器;
mana_expander_greenD;Увеличивает максимальный запас маны на 20 единиц.;This device increases maximum mana by 20.;;;;;;;;最大魔法值提高 20;
mana_expander_redT;Хранилище маны;Mana Storage;;;;;;;;魔法储存器;
mana_expander_redD;Увеличивает максимальный запас маны на 30 единиц.;This device increases maximum mana by 30.;;;;;;;;最大魔法值提高 30;
ManaExpanderT;;;;;;;;;;;
ManaExpanderD;Увеличивает максимальный запас маны на 40 единиц.;This device increases maximum mana by 40.;;;;;;;;最大魔法值提高 40;
ManaGenerator_redT;Генератор маны;Mana Generator;;;;;;;;魔法产生器;
ManaGenerator_redD;Это устройство ускоряет восстановление маны на +1.;This device increases mana regeneration +1.;;;;;;;;魔法恢复+1;
ManaGeneratorT;;;;;;;;;;;
ManaGeneratorD;Это устройство ускоряет восстановление маны на +2.;This device increases mana regeneration +2.;;;;;;;;魔法恢复+2;
ManaPylonT;;;;;;;;;;;
ManaPylonD;;;;;;;;;;;
static_portal_redT;Врата портала;Portal Gate;;;;;;;;传送门;
static_portal_redD;Портал использует -3 маны.;Portal gate uses mana -3.;;;;;;;;传送门使用魔法 -3.;
StaticPortalT;;;;;;;;;;;
StaticPortalD;Портал использует -2 маны.;Portal gate uses mana -2.;;;;;;;;传送门使用魔法 -2.;
portal_fortressT;Врата портала;Portal Gate;;;;;;;;传送门;
portal_fortressD;Портал использует -1 маны.;Portal gate uses mana -1.;;;;;;;;传送门使用魔法 -1.;
mine_coalT;Угольная шахта;Coal mine;;;;;;;;煤矿;
mine_coalD;;;;;;;;;;;
mine_salt_stoneT;Соляная шахта;Salt mine;;;;;;;;盐矿;
mine_salt_stoneD;;;;;;;;;;;
mine_sulfur_sandT;Серная шахта;Sulfur mine;;;;;;;;硫磺矿;
mine_sulfur_sandD;;;;;;;;;;;
mine_ironT;Железная шахта;Iron mine;;;;;;;;铁矿;
mine_ironD;;;;;;;;;;;
mine_copperT;Медная шахта;Copper mine;;;;;;;;铜矿;
mine_copperD;;;;;;;;;;;
mine_silverT;Серебряная шахта;Silver mine;;;;;;;;银矿;
mine_silverD;;;;;;;;;;;
mine_goldT;Золотая шахта;Gold mine;;;;;;;;金矿;
mine_goldD;;;;;;;;;;;
mine_mithrilT;Мифриловая шахта;Mithril mine;;;;;;;;秘银矿;
mine_mithrilD;;;;;;;;;;;
mine_anthraciteT;Антрацитовая шахта;Anthracite mine;;;;;;;;无烟煤矿;
mine_anthraciteD;;;;;;;;;;;
mine_titanT;Титановая шахта;Titanium mine;;;;;;;;钛矿;
mine_titanD;;;;;;;;;;;
earth_coal_01_mogT;Куча руды (Уголь);Pile of Ore (Coal);;;;;;;;矿石堆（煤）;
earth_coal_01_mogD;;;;;;;;;;;
earth_coal_02T;;;;;;;;;;;
earth_coal_02D;;;;;;;;;;;
earth_coal_03T;;;;;;;;;;;
earth_coal_03D;;;;;;;;;;;
earth_coal_04T;;;;;;;;;;;
earth_coal_04D;;;;;;;;;;;
earth_coal_05T;;;;;;;;;;;
earth_coal_05D;;;;;;;;;;;
earth_coal_06T;;;;;;;;;;;
earth_coal_06D;;;;;;;;;;;
stone_salt_stone_01T;Куча руды (Соль);Pile of Ore (Salt);;;;;;;;矿石堆（盐）;
stone_salt_stone_01D;;;;;;;;;;;
stone_salt_stone_02T;;;;;;;;;;;
stone_salt_stone_02D;;;;;;;;;;;
stone_salt_stone_03T;;;;;;;;;;;
stone_salt_stone_03D;;;;;;;;;;;
stone_salt_stone_04T;;;;;;;;;;;
stone_salt_stone_04D;;;;;;;;;;;
stone_sulfur_sand_01T;Куча руды (Сера);Pile of Ore (Sulfur);;;;;;;;矿石堆（硫磺）;
stone_sulfur_sand_01D;;;;;;;;;;;
stone_sulfur_sand_02T;;;;;;;;;;;
stone_sulfur_sand_02D;;;;;;;;;;;
stone_sulfur_sand_03T;;;;;;;;;;;
stone_sulfur_sand_03D;;;;;;;;;;;
stone_sulfur_sand_04T;;;;;;;;;;;
stone_sulfur_sand_04D;;;;;;;;;;;
earth_iron_01_mogT;Куча руды (Железо);Pile of Ore (Iron);;;;;;;;矿石堆（铁）;
earth_iron_01_mogD;;;;;;;;;;;
earth_iron_02T;;;;;;;;;;;
earth_iron_02D;;;;;;;;;;;
earth_iron_03T;;;;;;;;;;;
earth_iron_03D;;;;;;;;;;;
earth_iron_04T;;;;;;;;;;;
earth_iron_04D;;;;;;;;;;;
earth_iron_05T;;;;;;;;;;;
earth_iron_05D;;;;;;;;;;;
stone_copper_01T;Куча руды (Медь);Pile of Ore (Copper);;;;;;;;矿石堆（铜）;
stone_copper_01D;;;;;;;;;;;
stone_copper_02T;;;;;;;;;;;
stone_copper_02D;;;;;;;;;;;
stone_copper_03T;;;;;;;;;;;
stone_copper_03D;;;;;;;;;;;
stone_copper_04T;;;;;;;;;;;
stone_copper_04D;;;;;;;;;;;
earth_silver_01_mogT;Куча руды (Серебро);Pile of Ore (Silver);;;;;;;;矿石堆（银）;
earth_silver_01_mogD;;;;;;;;;;;
earth_silver_02T;;;;;;;;;;;
earth_silver_02D;;;;;;;;;;;
earth_silver_03T;;;;;;;;;;;
earth_silver_03D;;;;;;;;;;;
earth_gold_01_mogT;Куча руды (Золото);Pile of Ore (Gold);;;;;;;;矿石堆（金）;
earth_gold_01_mogD;;;;;;;;;;;
earth_gold_02T;;;;;;;;;;;
earth_gold_02D;;;;;;;;;;;
earth_gold_03T;;;;;;;;;;;
earth_gold_03D;;;;;;;;;;;
earth_mithril_01_mogT;Куча руды (Мифрил);Pile of Ore (Mithril);;;;;;;;矿石堆（秘银）;
earth_mithril_01_mogD;;;;;;;;;;;
earth_mithril_02T;;;;;;;;;;;
earth_mithril_02D;;;;;;;;;;;
earth_mithril_03T;;;;;;;;;;;
earth_mithril_03D;;;;;;;;;;;
stone_anthracite_01T;Куча руды (Антрацит);Pile of Ore (Anthracite);;;;;;;;矿石堆（无烟煤）;
stone_anthracite_01D;;;;;;;;;;;
stone_anthracite_02T;;;;;;;;;;;
stone_anthracite_02D;;;;;;;;;;;
stone_anthracite_03T;;;;;;;;;;;
stone_anthracite_03D;;;;;;;;;;;
stone_titan_01T;Куча руды (Титан);Pile of Ore (Titanium);;;;;;;;矿石堆（钛）;
stone_titan_01D;;;;;;;;;;;
stone_titan_02T;;;;;;;;;;;
stone_titan_02D;;;;;;;;;;;
stone_titan_03T;;;;;;;;;;;
stone_titan_03D;;;;;;;;;;;
foundry_machine_steelT;Литейная машина(стальные слитки);Foundry machine(steel ingots);;;;;;;;铸造机（钢锭）;
foundry_machine_steelD;После окончания производства слитков, когда будет сломана литейная машина, то в качестве дропа выпадет корпус машины. Его можно повторно использовать для производства новых слитков.Порох используется в качестве топлива.;After the production of ingots is finished, when the foundry machine is broken, the body of the machine will fall out as a drop. It can be reused to produce new ingots.Gunpowder is used as fuel.;;;;;;;;铸锭生产完成后，铸造机坏掉时，机器的机身会像一滴水一样掉出来。可重复使用生产新锭。用火药作燃料。;
incubatorT;;;;;;;;;;;
incubatorD;;;;;;;;;;;
water_bottle_hlT;;;;;;;;;;;
water_bottle_hlD;;;;;;;;;;;
box_mine_01T;;;;;;;;;;;
box_mine_01D;;;;;;;;;;;
box_mine_02T;;;;;;;;;;;
box_mine_02D;;;;;;;;;;;
box_mine_03T;;;;;;;;;;;
box_mine_03D;;;;;;;;;;;
box_mine_04T;;;;;;;;;;;
box_mine_04D;;;;;;;;;;;
bag_mine_01T;;;;;;;;;;;
bag_mine_01D;;;;;;;;;;;
bag_mine_02T;;;;;;;;;;;
bag_mine_02D;;;;;;;;;;;
bag_mine_03T;;;;;;;;;;;
bag_mine_03D;;;;;;;;;;;
bag_mine_04T;;;;;;;;;;;
bag_mine_04D;;;;;;;;;;;
bag_mine_05T;;;;;;;;;;;
bag_mine_05D;;;;;;;;;;;
bag_mine_06T;;;;;;;;;;;
bag_mine_06D;;;;;;;;;;;
BrickwallT;;;;;;;;;;;
BrickwallD;;;;;;;;;;;
GargoyleySpawnerT;;;;;;;;;;;
GargoyleySpawnerD;;;;;;;;;;;
pick_ax_01T;;;;;;;;;;;
pick_ax_01D;;;;;;;;;;;
pick_ax_02T;;;;;;;;;;;
pick_ax_02D;;;;;;;;;;;
pick_ax_03T;;;;;;;;;;;
pick_ax_03D;;;;;;;;;;;
pick_ax_04T;;;;;;;;;;;
pick_ax_04D;;;;;;;;;;;
DecorativeShieldT;;;;;;;;;;;
DecorativeShieldD;;;;;;;;;;;
GunnarT;;;;;;;;;;;
GunnarD;;;;;;;;;;;
dig_machine_chassisT;;;;;;;;;;;
dig_machine_chassisD;;;;;;;;;;;
dig_machineT;;;;;;;;;;;
dig_machineD;;;;;;;;;;;
dig_machine_crystalT;;;;;;;;;;;
dig_machine_crystalD;;;;;;;;;;;
